"application_type";"IND_num";"studyID"
"IND";"IND155702";"2100-532"
"IND";"IND155702";"TA21-046"
"IND";"IND155706";"20041CV01"
"IND";"IND155706";"20041RD01"
"IND";"IND155706";"20041RD02"
"IND";"IND155706";"20041RP01"
"IND";"IND155706";"S20041NG1"
"IND";"IND155706";"S20041NG2"
"IND";"IND155726";"20-0844"
"IND";"IND155726";"20239581"
"IND";"IND155726";"5003546"
"IND";"IND155726";"5003581"
"IND";"IND155731";"2794.04"
"IND";"IND155739";"20269236"
"IND";"IND155739";"20269540"
"IND";"IND155739";"20295257"
"IND";"IND155739";"20297796"
"IND";"IND155775";"G19266"
"IND";"IND155775";"G19267"
"IND";"IND155775";"N4855"
"IND";"IND155775";"N4856P2"
"IND";"IND155783";"20282335"
"IND";"IND155811";"1770875"
"IND";"IND155813";"17010-19001"
"IND";"IND155813";"17010-19002"
"IND";"IND155813";"8441054"
"IND";"IND155813";"8441056"
"IND";"IND155839";"8403873"
"IND";"IND155839";"8403881"
"IND";"IND155839";"8403882"
"IND";"IND155839";"8404710"
"IND";"IND155839";"8404711"
"IND";"IND155839";"8404712"
"IND";"IND155839";"MX11XJ"
"IND";"IND155846";"950-0009-TX"
"IND";"IND155847";"20253978"
"IND";"IND155847";"20253980"
"IND";"IND155872";"8413087"
"IND";"IND155872";"8413088"
"IND";"IND155872";"8413089"
"IND";"IND155872";"8425808"
"IND";"IND155872";"8440826"
"IND";"IND155872";"AB22236"
"IND";"IND155872";"AB22237"
"IND";"IND155872";"AB22238"
"IND";"IND155872";"AB22239"
"IND";"IND155900";"S20087RD1"
"IND";"IND155900";"S20087RD2"
"IND";"IND155901";"46527"
"IND";"IND155901";"511008"
"IND";"IND155901";"511841"
"IND";"IND155903";"8003284"
"IND";"IND155903";"VNG10447"
"IND";"IND155903";"VNG10448"
"IND";"IND155903";"VPT10622"
"IND";"IND155903";"VPT10732"
"IND";"IND155912";"1611003"
"IND";"IND155912";"1611004"
"IND";"IND155912";"20136.002"
"IND";"IND155912";"8454591"
"IND";"IND155914";"511867"
"IND";"IND155914";"511888"
"IND";"IND155932";"1764-19138"
"IND";"IND155932";"1764-19139"
"IND";"IND155932";"1764-19219"
"IND";"IND155932";"1764-19257"
"IND";"IND155932";"1764-19258"
"IND";"IND155932";"86803-19-402"
"IND";"IND155932";"86803-19-927"
"IND";"IND155950";"00902-201076"
"IND";"IND155950";"00902-201078"
"IND";"IND155950";"00903-200874"
"IND";"IND155950";"00903-201010"
"IND";"IND155950";"00903D200493"
"IND";"IND155950";"00903R200490"
"IND";"IND155950";"00903R200492"
"IND";"IND155965";"A2020047-T005-01"
"IND";"IND155965";"A2020047-T014-01"
"IND";"IND155965";"A2021047-T014-01"
"IND";"IND155973";"2738-002"
"IND";"IND155973";"2738-004"
"IND";"IND155973";"2738-005"
"IND";"IND156011";"1218015"
"IND";"IND156011";"1218016"
"IND";"IND156011";"1218026"
"IND";"IND156011";"1218027"
"IND";"IND156012";"900065"
"IND";"IND156012";"900068"
"IND";"IND156012";"900069"
"IND";"IND156012";"900076"
"IND";"IND156012";"900079"
"IND";"IND156012";"02903-200879"
"IND";"IND156012";"02903-200880"
"IND";"IND156013";"20021100K"
"IND";"IND156013";"20021100KE"
"IND";"IND156013";"20021100P"
"IND";"IND156013";"20021100PE"
"IND";"IND156014";"A2019080-T002-01"
"IND";"IND156014";"A2019080-T005-01"
"IND";"IND156014";"A2019080-T011-01"
"IND";"IND156014";"A2019080-T014-01"
"IND";"IND156014";"A2020063-T005-01"
"IND";"IND156014";"A2020063-T014-01"
"IND";"IND156014";"R20-S076-RD"
"IND";"IND156014";"R20-S076-SD"
"IND";"IND156035";"93202-200724"
"IND";"IND156035";"93202-200726"
"IND";"IND156035";"93203-200327"
"IND";"IND156035";"93203-200328"
"IND";"IND156035";"93203-200329"
"IND";"IND156035";"93203-200330"
"IND";"IND156038";"715-0016-TX"
"IND";"IND156038";"715-0017-TX"
"IND";"IND156038";"715-0018-TX"
"IND";"IND156038";"715-0019-TX"
"IND";"IND156038";"715-0020-TX"
"IND";"IND156038";"715-0021-SP"
"IND";"IND156038";"715-0023-SP"
"IND";"IND156040";"LOL0003"
"IND";"IND156040";"LOL0004"
"IND";"IND156056";"P20-S175-DR"
"IND";"IND156056";"P20-S175-RD"
"IND";"IND156058";"124993"
"IND";"IND156058";"1499022"
"IND";"IND156058";"1499044"
"IND";"IND156058";"1499045"
"IND";"IND156071";"1541001"
"IND";"IND156071";"20274505"
"IND";"IND156088";"20.0879"
"IND";"IND156088";"KEQ0001"
"IND";"IND156088";"KEQ0002_PHASE_1"
"IND";"IND156088";"KEQ0002_PHASE_2"
"IND";"IND156088";"KEQ0003"
"IND";"IND156088";"KEQ0004"
"IND";"IND156091";"8449036"
"IND";"IND156109";"8409766"
"IND";"IND156109";"8423837"
"IND";"IND156109";"8423838"
"IND";"IND156109";"8423839"
"IND";"IND156109";"8423847"
"IND";"IND156109";"8435022"
"IND";"IND156109";"MG96XB"
"IND";"IND156109";"TX74DT"
"IND";"IND156132";"79302-210426"
"IND";"IND156132";"79302-210428"
"IND";"IND156132";"79303-201503"
"IND";"IND156132";"79303-201504"
"IND";"IND156132";"79303-201505"
"IND";"IND156132";"79303-201506"
"IND";"IND156133";"17547"
"IND";"IND156133";"17894"
"IND";"IND156133";"NM58RW"
"IND";"IND156133";"NW10NL"
"IND";"IND156133";"PQ74TH"
"IND";"IND156133";"TB61JM"
"IND";"IND156137";"VNG10175"
"IND";"IND156137";"VNG9808"
"IND";"IND156137";"VPT10505"
"IND";"IND156137";"VPT10512"
"IND";"IND156137";"VPT10524"
"IND";"IND156160";"5500441"
"IND";"IND156160";"727-115"
"IND";"IND156160";"8002791"
"IND";"IND156160";"8360141"
"IND";"IND156177";"6902458"
"IND";"IND156177";"DB19013"
"IND";"IND156177";"DN20076"
"IND";"IND156177";"DN20077"
"IND";"IND156177";"DT20001"
"IND";"IND156177";"DT20003"
"IND";"IND156177";"DT20011"
"IND";"IND156177";"DT20020"
"IND";"IND156178";"S20167AD1"
"IND";"IND156178";"S20167AD2"
"IND";"IND156178";"S20167CV1"
"IND";"IND156178";"S20167NG2"
"IND";"IND156178";"S20167NG3"
"IND";"IND156178";"S20167RD1"
"IND";"IND156178";"S20167RD2"
"IND";"IND156178";"S20167RP1"
"IND";"IND156181";"388-0055-TX"
"IND";"IND156181";"388-0056-TX"
"IND";"IND156181";"388-0057-TX"
"IND";"IND156181";"388-0058-TX"
"IND";"IND156181";"388-0059-TX"
"IND";"IND156181";"388-0060-TX"
"IND";"IND156181";"388-0076-TX"
"IND";"IND156213";"8359574"
"IND";"IND156213";"8399004"
"IND";"IND156213";"8399005"
"IND";"IND156227";"20094RD01"
"IND";"IND156231";"B51-0010-TX"
"IND";"IND156231";"B51-0011-TX"
"IND";"IND156231";"B51-0012-TX"
"IND";"IND156231";"B51-0013-TX"
"IND";"IND156231";"B51-0014-SP"
"IND";"IND156231";"B51-0016-SP"
"IND";"IND156259";"20190026STP"
"IND";"IND156259";"20190028TRP"
"IND";"IND156259";"20190029TCPB"
"IND";"IND156259";"20190032PCRPB"
"IND";"IND156259";"20190033PCCPB"
"IND";"IND156259";"47684TSR"
"IND";"IND156268";"606-0001-TX"
"IND";"IND156268";"606-0002-TX"
"IND";"IND156268";"606-0013-TX"
"IND";"IND156268";"606-0014-TX"
"IND";"IND156270";"19187RD01"
"IND";"IND156281";"2850-001"
"IND";"IND156281";"8394785"
"IND";"IND156293";"1120-7151"
"IND";"IND156293";"20263998"
"IND";"IND156293";"20264224"
"IND";"IND156293";"20287893"
"IND";"IND156293";"2119-6057"
"IND";"IND156293";"2120-7141"
"IND";"IND156296";"8422663"
"IND";"IND156310";"P20-S150-RD"
"IND";"IND156310";"P20-S150-SD"
"IND";"IND156315";"2100-455"
"IND";"IND156315";"2100-534"
"IND";"IND156318";"515924"
"IND";"IND156318";"515940"
"IND";"IND156318";"6902475"
"IND";"IND156318";"6902476"
"IND";"IND156318";"BK41BG"
"IND";"IND156318";"D71856N"
"IND";"IND156318";"DJ30GV"
"IND";"IND156318";"HF75KF"
"IND";"IND156318";"N71922-3"
"IND";"IND156318";"R71877N"
"IND";"IND156319";"A2020023-T002-01"
"IND";"IND156319";"A2020023-T003-01"
"IND";"IND156319";"A2020023-T011-01"
"IND";"IND156319";"A2020023-T012-01"
"IND";"IND156319";"A2020023-T082-01"
"IND";"IND156319";"A2020023-T086-01"
"IND";"IND156319";"B2020001-T011-01"
"IND";"IND156319";"B2020001-T012-01"
"IND";"IND156323";"A2019003-T012-01"
"IND";"IND156355";"395221"
"IND";"IND156355";"863-837"
"IND";"IND156355";"863-861"
"IND";"IND156355";"863-862"
"IND";"IND156355";"863-946"
"IND";"IND156355";"863-953"
"IND";"IND156356";"863-837"
"IND";"IND156356";"863-845"
"IND";"IND156356";"863-846"
"IND";"IND156356";"863-961"
"IND";"IND156356";"863-966"
"IND";"IND156356";"863-967"
"IND";"IND156357";"8459267"
"IND";"IND156384";"868-0026-TX"
"IND";"IND156384";"868-0027-TX"
"IND";"IND156385";"20063RD01"
"IND";"IND156388";"20100895"
"IND";"IND156388";"40891TCP"
"IND";"IND156389";"3115-017"
"IND";"IND156389";"3115-018"
"IND";"IND156389";"3115-026"
"IND";"IND156389";"3115-027"
"IND";"IND156389";"3115-031"
"IND";"IND156404";"2020-0243"
"IND";"IND156404";"VNG10257"
"IND";"IND156404";"VNG9260"
"IND";"IND156404";"VNG9601"
"IND";"IND156404";"VNG9730"
"IND";"IND156404";"VPT10017"
"IND";"IND156404";"VPT10073"
"IND";"IND156404";"VPT10076"
"IND";"IND156404";"VPT10109"
"IND";"IND156411";"8468362"
"IND";"IND156411";"B-8402"
"IND";"IND156411";"B-8403"
"IND";"IND156411";"B-8526"
"IND";"IND156411";"N-2049"
"IND";"IND156411";"N-2050"
"IND";"IND156434";"20287874"
"IND";"IND156441";"20262657"
"IND";"IND156441";"20262660"
"IND";"IND156442";"985-0011-TX"
"IND";"IND156442";"985-0013-TX"
"IND";"IND156442";"985-0014-TX"
"IND";"IND156442";"985-0015-TX"
"IND";"IND156442";"985-0016-TX"
"IND";"IND156442";"985-0026-TX"
"IND";"IND156446";"8420680"
"IND";"IND156446";"8420979"
"IND";"IND156446";"8420991"
"IND";"IND156446";"8420993"
"IND";"IND156446";"886-696"
"IND";"IND156446";"886-697"
"IND";"IND156446";"886-740"
"IND";"IND156446";"NK61MF"
"IND";"IND156446";"TOX13986"
"IND";"IND156482";"199-0142-TX"
"IND";"IND156482";"199-0143-TX"
"IND";"IND156482";"199-0144-TX"
"IND";"IND156482";"199-0145-TX"
"IND";"IND156482";"199-0146-SP"
"IND";"IND156482";"199-0148-SP"
"IND";"IND156490";"1570192"
"IND";"IND156490";"1570193"
"IND";"IND156503";"2769-005"
"IND";"IND156532";"569-0082-TX"
"IND";"IND156532";"569-0083-TX"
"IND";"IND156532";"569-0105-TX"
"IND";"IND156532";"569-0106-TX"
"IND";"IND156535";"8385115"
"IND";"IND156535";"8385116"
"IND";"IND156535";"A2019009-T002-01"
"IND";"IND156535";"A2019009-T005-01"
"IND";"IND156535";"A2019009-T084-01"
"IND";"IND156548";"20048AD01"
"IND";"IND156548";"20048RD01"
"IND";"IND156550";"82102-201067"
"IND";"IND156550";"82102-201069"
"IND";"IND156550";"82103-19-1235"
"IND";"IND156550";"82103-200174"
"IND";"IND156550";"82103-200947"
"IND";"IND156550";"82103-200948"
"IND";"IND156551";"G18747"
"IND";"IND156553";"19GR187"
"IND";"IND156553";"20GR305"
"IND";"IND156573";"1367.01"
"IND";"IND156573";"1367.02"
"IND";"IND156573";"723-0014-TX"
"IND";"IND156573";"723-0015-TX"
"IND";"IND156573";"723-0016-TX"
"IND";"IND156573";"723-0017-TX"
"IND";"IND156574";"99203-200719"
"IND";"IND156574";"99203-200720"
"IND";"IND156579";"5003433"
"IND";"IND156579";"5003434"
"IND";"IND156579";"5003650"
"IND";"IND156579";"5003651"
"IND";"IND156579";"6902260"
"IND";"IND156579";"6902261"
"IND";"IND156584";"882-0006-TX"
"IND";"IND156584";"882-0015-TX"
"IND";"IND156586";"296-0113-TX"
"IND";"IND156586";"296-0114-TX"
"IND";"IND156586";"296-0115-TX"
"IND";"IND156586";"296-0116-TX"
"IND";"IND156586";"296-0121-SP"
"IND";"IND156586";"296-0122-SP"
"IND";"IND156609";"8452269"
"IND";"IND156609";"CP58PL"
"IND";"IND156609";"TF05TV"
"IND";"IND156642";"8386961"
"IND";"IND156642";"8386962"
"IND";"IND156642";"8386963"
"IND";"IND156642";"8388887"
"IND";"IND156642";"8396119"
"IND";"IND156642";"8396120"
"IND";"IND156642";"8400825"
"IND";"IND156642";"8405458"
"IND";"IND156642";"SBL475-001"
"IND";"IND156642";"SBL475-002"
"IND";"IND156642";"SW17-3742"
"IND";"IND156643";"2292-023"
"IND";"IND156643";"2292-024"
"IND";"IND156643";"TOX14457"
"IND";"IND156643";"TOX14543"
"IND";"IND156643";"TOX14667"
"IND";"IND156644";"6902581"
"IND";"IND156644";"8392493"
"IND";"IND156644";"8392494"
"IND";"IND156644";"D32085N"
"IND";"IND156644";"L32356N"
"IND";"IND156644";"R71341N"
"IND";"IND156644";"R72081N"
"IND";"IND156644";"R72173N"
"IND";"IND156647";"A2020046-T014-01"
"IND";"IND156649";"1016-3575"
"IND";"IND156649";"1016-3593"
"IND";"IND156649";"2016-3565"
"IND";"IND156649";"2016-3583"
"IND";"IND156649";"SNBL.1154.12"
"IND";"IND156665";"2100-555"
"IND";"IND156665";"2100-556"
"IND";"IND156665";"TA20-187"
"IND";"IND156665";"TA21-011"
"IND";"IND156665";"TB20-188"
"IND";"IND156665";"TB21-012"
"IND";"IND156666";"18-1048"
"IND";"IND156666";"18-1646"
"IND";"IND156666";"2018-2602"
"IND";"IND156666";"2019-1602"
"IND";"IND156666";"2019-3211"
"IND";"IND156666";"6902322"
"IND";"IND156666";"8393187"
"IND";"IND156666";"8393821"
"IND";"IND156666";"8407707"
"IND";"IND156666";"8415884"
"IND";"IND156666";"8420151"
"IND";"IND156666";"8422185"
"IND";"IND156666";"8422186"
"IND";"IND156666";"8423062"
"IND";"IND156681";"20029AD01"
"IND";"IND156681";"20029AD02"
"IND";"IND156681";"20029RD01"
"IND";"IND156681";"20029RD02"
"IND";"IND156681";"S20029NG1"
"IND";"IND156681";"S20029NG2"
"IND";"IND156686";"20153RD01"
"IND";"IND156686";"S20153NG1"
"IND";"IND156697";"180-0398-TX"
"IND";"IND156697";"180-0399-TX"
"IND";"IND156697";"180-0400-TX"
"IND";"IND156697";"180-0401-TX"
"IND";"IND156697";"180-0402-TX"
"IND";"IND156697";"180-0403-TX"
"IND";"IND156697";"180-0404-SP"
"IND";"IND156697";"180-0406-SP"
"IND";"IND156703";"20183351"
"IND";"IND156703";"20268481"
"IND";"IND156718";"2019-2333"
"IND";"IND156718";"8416409"
"IND";"IND156718";"8419960"
"IND";"IND156760";"99002-200767"
"IND";"IND156760";"99002-200769"
"IND";"IND156760";"99003-200141"
"IND";"IND156760";"99003-200142"
"IND";"IND156760";"99003-200143"
"IND";"IND156760";"99003-200144"
"IND";"IND156761";"1019-6035"
"IND";"IND156791";"20271504"
"IND";"IND156794";"SBL501-067"
"IND";"IND156794";"SBL501-074"
"IND";"IND156794";"SBL501-175"
"IND";"IND156794";"SBL501-176"
"IND";"IND156794";"SBL501-177"
"IND";"IND156794";"SBL519-052"
"IND";"IND156794";"SBL519-057"
"IND";"IND156795";"01203-210629"
"IND";"IND156795";"01203-210633"
"IND";"IND156795";"01203-210691"
"IND";"IND156795";"01203-210692"
"IND";"IND156823";"19GR320"
"IND";"IND156823";"20GR220"
"IND";"IND156823";"21GR046"
"IND";"IND156823";"8460334"
"IND";"IND156823";"8465368"
"IND";"IND156826";"1020-5001"
"IND";"IND156826";"1020-5013"
"IND";"IND156826";"20270012"
"IND";"IND156826";"8003003"
"IND";"IND156826";"8003004"
"IND";"IND156826";"8003117"
"IND";"IND156846";"223.139"
"IND";"IND156847";"B21-0001-TX"
"IND";"IND156847";"B21-0002-TX"
"IND";"IND156847";"B21-0003-TX"
"IND";"IND156847";"B21-0004-TX"
"IND";"IND156851";"1087001"
"IND";"IND156851";"1087002"
"IND";"IND156863";"970-0044-TX"
"IND";"IND156863";"970-0045-TX"
"IND";"IND156875";"2395-027"
"IND";"IND156875";"2395-028"
"IND";"IND156875";"2395-034"
"IND";"IND156875";"A30-0003-TX"
"IND";"IND156878";"8373731"
"IND";"IND156878";"8373732"
"IND";"IND156878";"8373733"
"IND";"IND156878";"8373734"
"IND";"IND156878";"8409958"
"IND";"IND156898";"3236-009"
"IND";"IND156898";"3236-010"
"IND";"IND156898";"3236-012"
"IND";"IND156898";"3236-013"
"IND";"IND156898";"3236-019"
"IND";"IND156898";"3236-020"
"IND";"IND156898";"JBL-NG-AOM-TCM-198"
"IND";"IND156898";"JBL-NG-ROM-199"
"IND";"IND156898";"JBL-NG-ROR-217"
"IND";"IND156898";"JBL-NG-ROR-219"
"IND";"IND156914";"1020-4181"
"IND";"IND156914";"1020-4473"
"IND";"IND156916";"D20-S347-DR"
"IND";"IND156916";"D20-S347-RD"
"IND";"IND156916";"D20-S347-SD"
"IND";"IND156916";"D20-S347-SP"
"IND";"IND156916";"R20-S347-DR"
"IND";"IND156916";"R20-S347-RD"
"IND";"IND156916";"R20-S347-SD"
"IND";"IND156936";"863-801"
"IND";"IND156936";"863-802"
"IND";"IND156936";"863-831"
"IND";"IND156936";"863-847"
"IND";"IND156936";"863-848"
"IND";"IND156936";"863-910"
"IND";"IND156936";"863-912"
"IND";"IND156936";"863-913"
"IND";"IND156936";"863-915"
"IND";"IND156936";"863-916"
"IND";"IND156936";"863-958"
"IND";"IND156936";"863-969"
"IND";"IND156938";"8417701"
"IND";"IND156938";"8417702"
"IND";"IND156938";"8469456"
"IND";"IND156958";"P20-153-2RD"
"IND";"IND156958";"P20-153-SD"
"IND";"IND156958";"R20-153-RD"
"IND";"IND156958";"R20-153-SD"
"IND";"IND156965";"923-0014-TX"
"IND";"IND156965";"923-0015-TX"
"IND";"IND156965";"923-0016-TX"
"IND";"IND156965";"923-0017-TX"
"IND";"IND156965";"923-0021-SP"
"IND";"IND156965";"923-0023-SP"
"IND";"IND156969";"515903"
"IND";"IND156969";"516797"
"IND";"IND156969";"617544"
"IND";"IND156969";"617570"
"IND";"IND156989";"569-0026-TX"
"IND";"IND156989";"569-0027-TX"
"IND";"IND156989";"8454615"
"IND";"IND156989";"8454616"
"IND";"IND156989";"8454617"
"IND";"IND156992";"8375341"
"IND";"IND156992";"8375342"
"IND";"IND156992";"8375343"
"IND";"IND156992";"8375344"
"IND";"IND156992";"8408672"
"IND";"IND157000";"594.62"
"IND";"IND157000";"594.73"
"IND";"IND157011";"732-0029-TX"
"IND";"IND157023";"19K0194N"
"IND";"IND157023";"21K0064G"
"IND";"IND157023";"BL180612m"
"IND";"IND157023";"BL180619m"
"IND";"IND157023";"BL180731m-s-1"
"IND";"IND157023";"BL180918m-s"
"IND";"IND157023";"JB19353"
"IND";"IND157023";"JB19354"
"IND";"IND157023";"JB20068"
"IND";"IND157023";"JB20069"
"IND";"IND157023";"JB20070"
"IND";"IND157023";"JB20074"
"IND";"IND157023";"N0652"
"IND";"IND157023";"Z0856"
"IND";"IND157023";"Z0874"
"IND";"IND157023";"Z0877"
"IND";"IND157023";"Z0892"
"IND";"IND157024";"31855"
"IND";"IND157028";"75503-201509"
"IND";"IND157028";"75503-201510"
"IND";"IND157028";"75503-201511"
"IND";"IND157028";"75503-201512"
"IND";"IND157029";"A33-0005-TX"
"IND";"IND157029";"A33-0007-TX"
"IND";"IND157029";"A33-0030-TX"
"IND";"IND157029";"A33-0031-SP"
"IND";"IND157029";"A33-0033-SP"
"IND";"IND157029";"A33-0037-TX"
"IND";"IND157030";"75503-201458"
"IND";"IND157030";"75503-201459"
"IND";"IND157030";"75503-201460"
"IND";"IND157030";"75503-201461"
"IND";"IND157060";"1120-0071"
"IND";"IND157060";"46896TSP"
"IND";"IND157060";"47693TSR"
"IND";"IND157060";"47694TSS"
"IND";"IND157060";"8446060"
"IND";"IND157060";"8446061"
"IND";"IND157060";"8462054"
"IND";"IND157060";"8462055"
"IND";"IND157060";"8683015713"
"IND";"IND157061";"D17-S084-RD"
"IND";"IND157061";"R17-S084-RD"
"IND";"IND157062";"19-1087"
"IND";"IND157062";"19-1121"
"IND";"IND157062";"20280773"
"IND";"IND157062";"48920TSP"
"IND";"IND157062";"SO-N102-6006"
"IND";"IND157062";"SO-N102-6009"
"IND";"IND157062";"SO-N102-6101"
"IND";"IND157062";"SO-N102-6202"
"IND";"IND157080";"2019-0187"
"IND";"IND157080";"2019-0301"
"IND";"IND157080";"2020-0064"
"IND";"IND157080";"2020-0066"
"IND";"IND157080";"2020-0085"
"IND";"IND157080";"2020-0086"
"IND";"IND157083";"P20-S233-DR"
"IND";"IND157083";"P20-S233-RD"
"IND";"IND157083";"P20-S233-SD"
"IND";"IND157092";"665-0038-TX"
"IND";"IND157092";"665-0040-TX"
"IND";"IND157092";"665-0041-TX"
"IND";"IND157092";"665-0043-TX"
"IND";"IND157092";"665-0044-TX"
"IND";"IND157092";"665-0045-SP"
"IND";"IND157092";"665-0047-SP"
"IND";"IND157092";"665-0068-TX"
"IND";"IND157120";"1800320"
"IND";"IND157120";"1970019"
"IND";"IND157120";"1970020"
"IND";"IND157120";"1970021"
"IND";"IND157120";"1970022"
"IND";"IND157120";"1970023"
"IND";"IND157120";"1970204"
"IND";"IND157121";"3179-012"
"IND";"IND157121";"3179-013"
"IND";"IND157121";"3179-014"
"IND";"IND157121";"3179-015"
"IND";"IND157121";"3179-016"
"IND";"IND157142";"73102-201279"
"IND";"IND157142";"73102-201281"
"IND";"IND157142";"73103-201163"
"IND";"IND157142";"73103-201164"
"IND";"IND157148";"511071"
"IND";"IND157148";"511076"
"IND";"IND157148";"511097"
"IND";"IND157148";"SBL353-060"
"IND";"IND157148";"Tox-19-019"
"IND";"IND157148";"Tox-20-013"
"IND";"IND157184";"8458497"
"IND";"IND157185";"18-1026"
"IND";"IND157185";"18-1050"
"IND";"IND157185";"20-1199"
"IND";"IND157185";"20-1200"
"IND";"IND157205";"5003453"
"IND";"IND157205";"5003454"
"IND";"IND157205";"5003606"
"IND";"IND157207";"709-0061-TX"
"IND";"IND157207";"709-0062-TX"
"IND";"IND157208";"3043-21483"
"IND";"IND157208";"RAYZ-2101"
"IND";"IND157218";"B23-0016-TX"
"IND";"IND157218";"B23-0017-TX"
"IND";"IND157218";"B23-0018-TX"
"IND";"IND157218";"B23-0029-TX"
"IND";"IND157218";"B23-0030-TX"
"IND";"IND157218";"B23-0031-SP"
"IND";"IND157221";"tt201023"
"IND";"IND157221";"tt201024"
"IND";"IND157221";"tt202544"
"IND";"IND157221";"tt202545"
"IND";"IND157221";"tt202557"
"IND";"IND157221";"tt215600"
"IND";"IND157230";"21017NG01"
"IND";"IND157230";"21017NG02"
"IND";"IND157230";"21017RD01"
"IND";"IND157230";"21017RD02"
"IND";"IND157254";"616781"
"IND";"IND157254";"617104"
"IND";"IND157254";"6700752"
"IND";"IND157254";"6700753"
"IND";"IND157254";"8404748"
"IND";"IND157254";"8405336"
"IND";"IND157275";"C14-0001-TX"
"IND";"IND157275";"C14-0002-TX"
"IND";"IND157275";"C14-0003-TX"
"IND";"IND157275";"C14-0004-TX"
"IND";"IND157275";"C14-0007-SP"
"IND";"IND157284";"03902-210184"
"IND";"IND157284";"03902-210186"
"IND";"IND157284";"03903-201018"
"IND";"IND157284";"03903-201020"
"IND";"IND157284";"8463516"
"IND";"IND157284";"8465250"
"IND";"IND157292";"P20-S321-RD"
"IND";"IND157292";"R19-193-2RD"
"IND";"IND157292";"R19-193-RD"
"IND";"IND157292";"R19-193-SD"
"IND";"IND157334";"20233100"
"IND";"IND157334";"20233101"
"IND";"IND157350";"3137-003"
"IND";"IND157350";"912-0001-TX"
"IND";"IND157350";"912-0002-TX"
"IND";"IND157350";"912-0003-TX"
"IND";"IND157350";"912-0004-SP"
"IND";"IND157350";"912-0006-SP"
"IND";"IND157350";"912-0023-TX"
"IND";"IND157350";"ICPQN1470"
"IND";"IND157350";"PIPE-307-TOX-001"
"IND";"IND157351";"1340.01"
"IND";"IND157351";"1340.02"
"IND";"IND157351";"20234040"
"IND";"IND157351";"20248830"
"IND";"IND157354";"2602-197090NI"
"IND";"IND157354";"8405654"
"IND";"IND157354";"8424742"
"IND";"IND157354";"8424743"
"IND";"IND157354";"8424747"
"IND";"IND157354";"8454888"
"IND";"IND157354";"8457056"
"IND";"IND157354";"8461374"
"IND";"IND157356";"48014TSP"
"IND";"IND157356";"CPS0002"
"IND";"IND157393";"20137RD01"
"IND";"IND157398";"2100-546"
"IND";"IND157398";"2100-547"
"IND";"IND157398";"TA20-180"
"IND";"IND157398";"TA21-007"
"IND";"IND157398";"TB20-181"
"IND";"IND157398";"TB21-008"
"IND";"IND157402";"D19-S309-2RD"
"IND";"IND157402";"D19-S309-RD"
"IND";"IND157402";"D19-S309-SD"
"IND";"IND157402";"D19-S309-SP"
"IND";"IND157402";"P19-S114-RD"
"IND";"IND157402";"P19-S114-SD"
"IND";"IND157402";"P20-S109-2RD"
"IND";"IND157402";"P20-S109-RD"
"IND";"IND157402";"R19-S114-RD"
"IND";"IND157402";"R19-S114-SD"
"IND";"IND157402";"R19-S309-2RD"
"IND";"IND157402";"R19-S309-RD"
"IND";"IND157402";"R19-S309-SD"
"IND";"IND157402";"R20-S109-2RD"
"IND";"IND157402";"R20-S109-RD"
"IND";"IND157402";"R21-S101-RD"
"IND";"IND157403";"913-0181-TX"
"IND";"IND157403";"913-0182-TX"
"IND";"IND157403";"913-0183-TX"
"IND";"IND157403";"913-0184-TX"
"IND";"IND157403";"913-0189-SP"
"IND";"IND157403";"913-0190-SP"
"IND";"IND157409";"1888-016"
"IND";"IND157409";"512520"
"IND";"IND157409";"512525"
"IND";"IND157409";"512541"
"IND";"IND157411";"20117512"
"IND";"IND157411";"20117513"
"IND";"IND157411";"20151302"
"IND";"IND157411";"20152548"
"IND";"IND157438";"31941"
"IND";"IND157438";"31950"
"IND";"IND157439";"37965"
"IND";"IND157439";"37966"
"IND";"IND157447";"594.61"
"IND";"IND157447";"594.87"
"IND";"IND157460";"AB22227"
"IND";"IND157479";"03303-201177"
"IND";"IND157479";"03303-201178"
"IND";"IND157479";"03303-201179"
"IND";"IND157479";"03303-201180"
"IND";"IND157483";"SBL317-172"
"IND";"IND157483";"SBL317-173"
"IND";"IND157483";"SBL317-191"
"IND";"IND157485";"960-0074-TX"
"IND";"IND157503";"519601"
"IND";"IND157503";"519612"
"IND";"IND157503";"519628"
"IND";"IND157503";"519629"
"IND";"IND157503";"T20-07-06"
"IND";"IND157503";"T20-11-14"
"IND";"IND157519";"1934-ATOX2"
"IND";"IND157519";"1934-ATOX3"
"IND";"IND157519";"1934-CTOX1"
"IND";"IND157519";"1934-CTOX2"
"IND";"IND157519";"1934-GPHA2"
"IND";"IND157519";"1934-GPHA3"
"IND";"IND157527";"2326-011"
"IND";"IND157577";"3369-003"
"IND";"IND157577";"3369-004"
"IND";"IND157577";"3369-008"
"IND";"IND157577";"JBL-NG-ROR-239"
"IND";"IND157577";"N5556"
"IND";"IND157611";"604477"
"IND";"IND157611";"604478"
"IND";"IND157611";"604514"
"IND";"IND157611";"604515"
"IND";"IND157611";"604516"
"IND";"IND157624";"B17619"
"IND";"IND157633";"410923-2020042701-DPK"
"IND";"IND157633";"410923-20200427-RPK"
"IND";"IND157633";"410923-2020070201-DPK"
"IND";"IND157633";"410923-20200702-RPK"
"IND";"IND157633";"8443578"
